Order_ID,Order_Date,Customer_ID,Region,Category,Product,Sales,Quantity,Discount,Profit
45,2023-02-14,1002,West,Electronics,Phone,76.93,1,0.07,7.32
46,2023-02-15,1050,North,Clothing,Table,329.3,1,0.03,26.38
47,2023-02-16,1006,West,Furniture,Table,371.91,4,0.09,34.14
48,2023-02-17,1020,West,Furniture,Shirt,164.66,3,0.03,38.69
49,2023-02-18,1072,East,Clothing,Shirt,325.97,2,0.05,48.43
50,2023-02-19,1038,South,Electronics,Table,203.61,2,0.3,27.27
51,2023-02-20,1017,South,Electronics,Table,359.47,2,0.13,17.28
52,2023-02-21,1003,West,Clothing,Phone,107.62,3,0.16,5.3
53,2023-02-22,1088,West,Clothing,Chair,446.21,1,0.26,53.31
54,2023-02-23,1059,East,Furniture,Shirt,150.83,2,0.3,26.83
55,2023-02-24,1013,West,Electronics,Chair,190.22,3,0.17,42.84
56,2023-02-25,1008,East,Clothing,Phone,38.47,1,0.24,2.1
57,2023-02-26,1089,South,Electronics,Table,64.64,4,0.1,10.74
58,2023-02-27,1052,South,Clothing,Chair,262.77,2,0.09,66.55
59,2023-02-28,1001,North,Clothing,Table,141.12,1,0.12,18.25
60,2023-03-01,1083,South,Electronics,Table,419.39,2,0.2,86.36
61,2023-03-02,1091,West,Clothing,Laptop,17.2,2,0.2,1.15
62,2023-03-03,1059,South,Clothing,Chair,195.76,2,0.09,50.57
63,2023-03-04,1070,East,Furniture,Chair,175.3,1,0.04,40.03
64,2023-03-05,1043,South,Clothing,Table,19.47,3,0.19,4.5
65,2023-03-06,1007,North,Clothing,Phone,70.94,1,0.04,14.92
66,2023-03-07,1046,South,Clothing,Laptop,212.68,2,0.17,24.86
67,2023-03-08,1034,East,Furniture,Table,251.5,1,0.21,56.53
68,2023-03-09,1077,East,Electronics,Shirt,208.1,4,0.21,19.55
69,2023-03-10,1080,West,Furniture,Shirt,270.16,3,0.23,27.68
70,2023-03-11,1035,South,Furniture,Laptop,301.61,1,0.26,50.26
71,2023-03-12,1049,East,Electronics,Phone,14.86,4,0.15,3.05
72,2023-03-13,1003,North,Furniture,Table,237.41,3,0.22,52.29
73,2023-03-14,1001,West,Electronics,Chair,482.11,4,0.19,39.52
74,2023-03-15,1005,North,Furniture,Laptop,264.33,3,0.06,61.99
75,2023-03-16,1053,South,Electronics,Phone,342.0,1,0.01,79.44
76,2023-03-17,1003,South,Clothing,Chair,162.81,4,0.09,9.77
77,2023-03-18,1053,South,Furniture,Shirt,389.26,2,0.13,49.72
78,2023-03-19,1092,West,Furniture,Shirt,388.73,4,0.19,38.0
79,2023-03-20,1062,East,Furniture,Chair,265.44,3,0.25,25.11
80,2023-03-21,1017,West,Furniture,Laptop,488.25,1,0.06,135.73
81,2023-03-22,1089,North,Clothing,Shirt,71.52,3,0.04,14.47
82,2023-03-23,1043,West,Furniture,Table,18.3,4,0.29,2.98
83,2023-03-24,1033,North,Clothing,Chair,387.38,4,0.03,110.53
84,2023-03-25,1073,West,Clothing,Chair,405.51,2,0.14,50.32
85,2023-03-26,1061,East,Clothing,Shirt,68.9,1,0.18,14.15
86,2023-03-27,1099,North,Clothing,Laptop,140.14,1,0.16,18.67
87,2023-03-28,1013,South,Electronics,Table,18.6,4,0.03,4.82
88,2023-03-29,1094,South,Electronics,Laptop,153.72,1,0.02,14.34
89,2023-03-30,1047,West,Furniture,Phone,388.84,2,0.03,108.22
90,2023-03-31,1014,South,Electronics,Phone,263.8,3,0.18,22.65
91,2023-04-01,1071,North,Electronics,Shirt,180.57,1,0.16,19.95
92,2023-04-02,1077,South,Furniture,Shirt,192.15,4,0.07,42.72
93,2023-04-03,1086,East,Furniture,Shirt,10.66,3,0.19,1.28
94,2023-04-04,1061,East,Furniture,Phone,156.9,3,0.25,23.78
95,2023-04-05,1039,West,Electronics,Laptop,326.76,2,0.01,52.13
96,2023-04-06,1084,North,Electronics,Laptop,487.36,4,0.15,97.6
97,2023-04-07,1079,East,Furniture,Shirt,425.06,1,0.21,35.96
98,2023-04-08,1081,East,Clothing,Table,21.56,4,0.08,1.28
99,2023-04-09,1052,North,Furniture,Laptop,450.29,3,0.09,51.21
100,2023-04-10,1023,South,Clothing,Phone,393.77,4,0.18,54.43
101,2023-04-11,1025,South,Clothing,Chair,392.38,1,0.27,26.35
102,2023-04-12,1088,West,Furniture,Chair,234.42,1,0.24,24.71
103,2023-04-13,1059,South,Furniture,Chair,205.02,2,0.17,25.52
104,2023-04-14,1040,North,Furniture,Table,158.43,1,0.22,7.95
105,2023-04-15,1028,East,Electronics,Shirt,42.19,1,0.11,7.35
106,2023-04-16,1014,South,Clothing,Phone,121.84,4,0.19,26.75
107,2023-04-17,1044,West,Electronics,Table,130.84,4,0.14,9.89
108,2023-04-18,1064,South,Electronics,Phone,247.2,3,0.06,46.35
109,2023-04-19,1088,North,Furniture,Phone,376.25,2,0.21,64.26
110,2023-04-20,1070,West,Electronics,Shirt,242.17,4,0.17,31.12
111,2023-04-21,1008,South,Furniture,Chair,38.34,1,0.11,7.69
112,2023-04-22,1087,West,Clothing,Shirt,479.32,3,0.27,53.42
113,2023-04-23,1000,North,Furniture,Table,471.93,4,0.01,82.3
114,2023-04-24,1007,East,Electronics,Table,394.74,2,0.09,18.62
115,2023-04-25,1087,North,Electronics,Table,495.75,2,0.02,108.31
116,2023-04-26,1062,North,Furniture,Shirt,276.8,3,0.23,45.9
117,2023-04-27,1010,North,Furniture,Phone,481.76,3,0.21,22.68
118,2023-04-28,1080,North,Electronics,Phone,47.05,3,0.1,6.02
119,2023-04-29,1007,East,Clothing,Laptop,189.18,3,0.2,44.61
120,2023-04-30,1034,East,Clothing,Table,120.44,3,0.12,16.45
121,2023-05-01,1034,West,Furniture,Phone,105.96,1,0.23,14.32
122,2023-05-02,1032,South,Clothing,Laptop,78.99,1,0.14,18.85
123,2023-05-03,1004,East,Electronics,Phone,314.98,4,0.12,63.56
124,2023-05-04,1040,East,Furniture,Table,392.85,2,0.28,55.3
125,2023-05-05,1027,South,Electronics,Chair,293.37,1,0.08,67.33
126,2023-05-06,1006,East,Electronics,Table,82.01,1,0.04,20.95
127,2023-05-07,1072,North,Clothing,Shirt,407.45,1,0.18,54.87
128,2023-05-08,1071,North,Furniture,Phone,321.62,4,0.29,38.54
129,2023-05-09,1011,South,Furniture,Phone,200.2,3,0.11,26.11
130,2023-05-10,1033,West,Clothing,Shirt,340.32,4,0.02,97.28
131,2023-05-11,1032,West,Electronics,Shirt,137.35,2,0.1,27.73
132,2023-05-12,1047,South,Electronics,Chair,179.14,2,0.15,10.78
133,2023-05-13,1022,South,Electronics,Phone,459.57,2,0.05,116.02
134,2023-05-14,1061,North,Electronics,Phone,152.35,2,0.2,20.74
135,2023-05-15,1087,West,Furniture,Chair,240.29,1,0.3,11.3
136,2023-05-16,1036,East,Furniture,Laptop,446.17,1,0.14,71.92
137,2023-05-17,1098,North,Clothing,Chair,356.78,4,0.11,48.99
138,2023-05-18,1043,South,Clothing,Table,40.48,3,0.12,9.6
139,2023-05-19,1085,West,Furniture,Phone,82.18,2,0.03,8.05
140,2023-05-20,1090,East,Furniture,Shirt,13.84,4,0.26,2.63
141,2023-05-21,1034,East,Electronics,Table,319.15,1,0.12,53.2
142,2023-05-22,1064,North,Electronics,Phone,229.36,1,0.12,12.85
143,2023-05-23,1098,West,Clothing,Chair,75.79,3,0.2,17.76
144,2023-05-24,1046,West,Furniture,Table,479.39,3,0.13,74.3
145,2023-05-25,1077,South,Clothing,Phone,269.53,3,0.19,26.79
146,2023-05-26,1002,West,Furniture,Laptop,128.53,4,0.02,21.08
147,2023-05-27,1000,West,Electronics,Laptop,255.3,1,0.24,51.31
148,2023-05-28,1004,North,Clothing,Shirt,343.01,1,0.28,31.17
149,2023-05-29,1089,West,Clothing,Phone,47.36,3,0.19,3.77
150,2023-05-30,1013,East,Furniture,Laptop,144.6,2,0.29,8.45
151,2023-05-31,1026,North,Electronics,Chair,405.41,3,0.05,47.94
152,2023-06-01,1008,North,Clothing,Phone,235.24,4,0.14,49.57
153,2023-06-02,1078,South,Electronics,Chair,277.82,3,0.18,38.25
154,2023-06-03,1014,West,Clothing,Chair,222.08,3,0.17,19.7
155,2023-06-04,1089,South,Electronics,Laptop,31.51,4,0.12,2.54
156,2023-06-05,1041,East,Furniture,Phone,91.22,3,0.1,10.93
157,2023-06-06,1076,North,Clothing,Table,228.32,1,0.04,62.46
158,2023-06-07,1050,North,Clothing,Laptop,112.5,2,0.12,13.44
159,2023-06-08,1062,North,Electronics,Laptop,34.49,3,0.05,9.73
160,2023-06-09,1095,East,Electronics,Phone,423.39,4,0.22,56.57
161,2023-06-10,1051,East,Clothing,Phone,490.78,2,0.06,43.73
162,2023-06-11,1095,South,Furniture,Chair,398.64,4,0.02,106.57
163,2023-06-12,1003,South,Electronics,Phone,428.35,2,0.17,58.69
164,2023-06-13,1093,South,Electronics,Chair,128.57,2,0.18,23.98
165,2023-06-14,1022,West,Electronics,Laptop,480.71,3,0.26,105.27
166,2023-06-15,1014,North,Clothing,Shirt,106.49,1,0.17,5.53
167,2023-06-16,1042,North,Clothing,Table,476.2,3,0.1,31.79
168,2023-06-17,1028,South,Clothing,Laptop,497.46,4,0.24,87.0
169,2023-06-18,1035,North,Clothing,Phone,358.74,4,0.16,36.3
170,2023-06-19,1012,South,Furniture,Table,490.76,2,0.02,46.21
171,2023-06-20,1031,West,Furniture,Shirt,289.07,2,0.17,14.36
172,2023-06-21,1070,West,Clothing,Shirt,137.18,1,0.27,5.55
173,2023-06-22,1058,East,Furniture,Chair,224.13,3,0.12,48.05
174,2023-06-23,1085,West,Electronics,Table,300.84,4,0.09,22.89
175,2023-06-24,1027,South,Electronics,Chair,45.81,2,0.04,7.34
176,2023-06-25,1065,West,Electronics,Laptop,314.95,1,0.05,60.28
177,2023-06-26,1041,East,Clothing,Table,490.78,4,0.13,67.07
178,2023-06-27,1044,North,Electronics,Laptop,103.15,2,0.18,4.8
179,2023-06-28,1061,South,Furniture,Chair,398.37,4,0.02,95.99
180,2023-06-29,1056,North,Clothing,Table,454.87,1,0.28,17.24
181,2023-06-30,1005,East,Furniture,Chair,472.41,1,0.23,87.47
182,2023-07-01,1027,East,Electronics,Table,480.47,4,0.18,107.69
183,2023-07-02,1027,East,Electronics,Chair,265.52,3,0.25,31.51
184,2023-07-03,1043,North,Electronics,Shirt,488.88,4,0.02,88.1
185,2023-07-04,1083,North,Clothing,Chair,381.08,2,0.14,55.47
186,2023-07-05,1029,North,Furniture,Shirt,89.22,3,0.19,10.65
187,2023-07-06,1061,North,Clothing,Chair,243.68,2,0.25,49.68
188,2023-07-07,1074,East,Clothing,Table,361.98,4,0.24,75.24
189,2023-07-08,1091,East,Electronics,Table,131.2,3,0.08,16.17
190,2023-07-09,1088,South,Clothing,Table,323.9,2,0.28,47.52
191,2023-07-10,1061,South,Clothing,Phone,336.63,4,0.04,91.04
192,2023-07-11,1096,North,Electronics,Laptop,89.72,4,0.26,19.29
193,2023-07-12,1000,West,Clothing,Table,286.89,3,0.29,36.1
194,2023-07-13,1026,West,Electronics,Shirt,388.1,4,0.05,60.17
195,2023-07-14,1061,East,Electronics,Table,254.46,1,0.22,23.75
196,2023-07-15,1076,East,Electronics,Phone,15.93,2,0.01,4.57
197,2023-07-16,1002,East,Electronics,Shirt,14.43,2,0.12,1.09
198,2023-07-17,1069,South,Clothing,Phone,184.94,4,0.15,30.65
199,2023-07-18,1071,South,Electronics,Shirt,463.84,4,0.17,46.44
200,2023-07-19,1026,East,Electronics,Chair,122.05,1,0.28,10.52
201,2023-07-20,1008,East,Clothing,Laptop,320.84,3,0.2,38.82
202,2023-07-21,1061,East,Clothing,Laptop,118.82,4,0.14,30.62
203,2023-07-22,1036,West,Furniture,Phone,167.62,4,0.24,8.12
204,2023-07-23,1096,South,Clothing,Laptop,425.54,4,0.29,58.81
205,2023-07-24,1050,West,Clothing,Phone,367.14,4,0.01,25.68
206,2023-07-25,1043,West,Furniture,Phone,56.75,2,0.29,3.57
207,2023-07-26,1023,East,Clothing,Phone,220.06,4,0.03,34.13
208,2023-07-27,1078,East,Clothing,Laptop,24.29,2,0.24,3.28
209,2023-07-28,1058,North,Clothing,Phone,245.64,4,0.08,25.92
210,2023-07-29,1031,North,Clothing,Laptop,334.59,3,0.04,41.47
211,2023-07-30,1095,West,Furniture,Phone,68.07,1,0.13,4.25
212,2023-07-31,1087,South,Clothing,Table,151.55,3,0.19,15.44
213,2023-08-01,1051,East,Clothing,Phone,204.94,4,0.11,53.19
214,2023-08-02,1061,East,Furniture,Shirt,460.57,4,0.02,129.17
215,2023-08-03,1057,West,Electronics,Phone,496.69,4,0.18,54.46
216,2023-08-04,1051,North,Furniture,Chair,32.01,3,0.27,4.5
217,2023-08-05,1011,South,Electronics,Phone,382.89,4,0.11,94.53
218,2023-08-06,1038,North,Furniture,Shirt,192.14,3,0.06,9.31
219,2023-08-07,1001,North,Furniture,Shirt,202.3,2,0.13,44.47
220,2023-08-08,1002,North,Clothing,Laptop,379.59,1,0.01,107.89
221,2023-08-09,1055,North,Electronics,Table,460.03,1,0.25,25.13
222,2023-08-10,1080,East,Clothing,Phone,475.96,3,0.25,32.26
223,2023-08-11,1058,East,Electronics,Laptop,292.79,2,0.18,69.67
224,2023-08-12,1001,North,Furniture,Table,184.99,3,0.11,30.36
225,2023-08-13,1001,South,Furniture,Phone,395.9,2,0.24,16.11
226,2023-08-14,1091,West,Electronics,Chair,132.99,4,0.17,12.63
227,2023-08-15,1053,South,Clothing,Phone,286.4,2,0.25,34.9
228,2023-08-16,1086,South,Clothing,Shirt,185.7,2,0.19,33.58
229,2023-08-17,1095,South,Clothing,Shirt,331.75,2,0.24,58.82
230,2023-08-18,1096,North,Clothing,Chair,127.8,1,0.18,31.32
231,2023-08-19,1000,East,Furniture,Laptop,103.88,2,0.12,11.14
232,2023-08-20,1018,South,Furniture,Table,459.94,4,0.29,60.27
233,2023-08-21,1001,North,Furniture,Phone,59.88,4,0.16,9.22
234,2023-08-22,1052,South,Furniture,Shirt,257.92,4,0.18,32.02
235,2023-08-23,1043,South,Furniture,Laptop,118.22,2,0.07,10.15
236,2023-08-24,1089,North,Clothing,Chair,29.08,3,0.19,6.93
237,2023-08-25,1031,East,Clothing,Shirt,27.65,3,0.17,6.04
238,2023-08-26,1069,East,Clothing,Chair,95.86,4,0.06,15.73
239,2023-08-27,1031,West,Clothing,Phone,434.72,1,0.02,85.55
240,2023-08-28,1067,North,Furniture,Table,148.41,3,0.18,13.0
241,2023-08-29,1054,West,Furniture,Shirt,475.72,2,0.23,68.11
242,2023-08-30,1074,West,Furniture,Shirt,294.99,3,0.16,55.44
243,2023-08-31,1055,West,Electronics,Phone,223.94,4,0.07,37.24
244,2023-09-01,1016,East,Clothing,Laptop,294.24,1,0.2,70.05
245,2023-09-02,1037,North,Clothing,Table,263.18,3,0.02,52.31
246,2023-09-03,1023,West,Furniture,Shirt,381.8,3,0.13,47.41
247,2023-09-04,1068,North,Clothing,Table,148.42,4,0.05,34.27
248,2023-09-05,1097,North,Clothing,Shirt,182.99,1,0.06,15.93
249,2023-09-06,1069,East,Furniture,Table,448.11,1,0.06,61.55
250,2023-09-07,1085,West,Electronics,Chair,473.76,4,0.12,57.01
251,2023-09-08,1010,West,Electronics,Shirt,447.35,2,0.02,69.25
252,2023-09-09,1015,North,Electronics,Table,215.53,3,0.12,46.55
253,2023-09-10,1096,South,Furniture,Laptop,392.38,2,0.15,57.05
254,2023-09-11,1072,East,Clothing,Chair,243.4,3,0.14,52.02
255,2023-09-12,1058,East,Furniture,Chair,253.79,3,0.11,43.85
256,2023-09-13,1069,East,Furniture,Laptop,110.29,2,0.25,11.21
257,2023-09-14,1079,East,Clothing,Table,299.65,4,0.04,72.63
258,2023-09-15,1092,West,Electronics,Phone,101.21,4,0.15,9.43
259,2023-09-16,1002,West,Electronics,Laptop,172.47,3,0.02,17.93
260,2023-09-17,1019,South,Furniture,Table,428.96,4,0.02,74.04
261,2023-09-18,1058,East,Electronics,Laptop,111.47,3,0.17,10.66
262,2023-09-19,1035,East,Furniture,Laptop,44.87,4,0.17,1.95
263,2023-09-20,1018,North,Furniture,Shirt,43.81,3,0.26,6.88
264,2023-09-21,1089,West,Clothing,Table,470.98,4,0.17,69.49
265,2023-09-22,1066,East,Clothing,Phone,258.39,1,0.29,29.61
266,2023-09-23,1018,South,Clothing,Shirt,210.61,2,0.01,60.83
267,2023-09-24,1019,South,Furniture,Laptop,407.33,1,0.03,76.18
268,2023-09-25,1095,West,Clothing,Laptop,419.55,2,0.01,110.43
269,2023-09-26,1070,South,Electronics,Laptop,172.77,2,0.06,13.78
270,2023-09-27,1051,South,Electronics,Table,349.87,3,0.16,56.52
271,2023-09-28,1032,West,Furniture,Table,387.85,2,0.19,83.88
272,2023-09-29,1039,East,Furniture,Shirt,330.78,1,0.01,64.11
273,2023-09-30,1038,East,Clothing,Phone,84.28,1,0.28,13.93
274,2023-10-01,1081,South,Furniture,Shirt,439.18,4,0.25,47.11
275,2023-10-02,1000,South,Furniture,Chair,274.16,1,0.09,18.24
276,2023-10-03,1010,East,Electronics,Laptop,148.41,4,0.02,23.92
277,2023-10-04,1091,West,Electronics,Laptop,218.36,2,0.05,30.83
278,2023-10-05,1056,South,Clothing,Laptop,28.41,1,0.04,7.28
279,2023-10-06,1088,North,Furniture,Shirt,72.65,2,0.04,7.74
280,2023-10-07,1049,West,Furniture,Shirt,385.12,1,0.16,94.36
281,2023-10-08,1022,South,Electronics,Laptop,10.01,1,0.07,2.7
282,2023-10-09,1030,South,Furniture,Shirt,214.12,4,0.11,21.33
283,2023-10-10,1093,North,Electronics,Table,266.03,2,0.3,25.51
284,2023-10-11,1041,North,Clothing,Table,36.77,1,0.21,7.96
285,2023-10-12,1098,East,Electronics,Shirt,486.81,3,0.28,102.23
286,2023-10-13,1006,West,Furniture,Laptop,120.8,2,0.04,18.65
287,2023-10-14,1015,West,Clothing,Shirt,159.06,2,0.11,18.44
288,2023-10-15,1089,East,Electronics,Shirt,158.93,2,0.17,23.95
289,2023-10-16,1059,West,Electronics,Shirt,122.9,4,0.02,26.73
290,2023-10-17,1001,West,Clothing,Chair,10.72,3,0.0,1.27
291,2023-10-18,1000,West,Clothing,Table,367.38,2,0.2,68.81
292,2023-10-19,1047,West,Electronics,Phone,483.75,1,0.19,24.65
293,2023-10-20,1011,West,Furniture,Phone,119.9,1,0.12,6.58
294,2023-10-21,1068,North,Electronics,Chair,334.89,4,0.15,41.72
295,2023-10-22,1036,West,Clothing,Shirt,373.53,1,0.12,45.48
296,2023-10-23,1031,North,Electronics,Chair,425.73,2,0.01,54.33
297,2023-10-24,1008,West,Clothing,Chair,217.09,1,0.1,33.75
298,2023-10-25,1098,East,Clothing,Laptop,158.44,2,0.05,19.59
299,2023-10-26,1018,South,Furniture,Table,169.39,1,0.03,16.11
300,2023-10-27,1047,North,Clothing,Phone,359.18,3,0.29,32.48
301,2023-10-28,1079,West,Clothing,Shirt,410.22,4,0.18,98.8
302,2023-10-29,1002,East,Furniture,Phone,98.99,4,0.22,11.8
303,2023-10-30,1019,South,Clothing,Phone,191.76,3,0.09,28.13
304,2023-10-31,1023,North,Furniture,Table,451.95,3,0.12,77.21
305,2023-11-01,1053,South,Furniture,Phone,405.28,4,0.07,111.5
306,2023-11-02,1032,East,Clothing,Phone,492.58,3,0.03,52.75
307,2023-11-03,1023,North,Clothing,Chair,379.58,2,0.05,79.45
308,2023-11-04,1074,South,Electronics,Table,202.67,1,0.24,35.27
309,2023-11-05,1071,West,Furniture,Laptop,299.41,4,0.2,48.34
310,2023-11-06,1035,North,Electronics,Shirt,333.9,3,0.16,20.23
311,2023-11-07,1037,South,Clothing,Phone,48.44,2,0.14,9.13
312,2023-11-08,1083,East,Electronics,Shirt,276.8,4,0.28,13.16
313,2023-11-09,1098,East,Furniture,Laptop,357.57,3,0.02,69.75
314,2023-11-10,1088,North,Electronics,Shirt,91.99,4,0.08,19.88
315,2023-11-11,1098,South,Furniture,Laptop,392.51,3,0.1,36.29
316,2023-11-12,1024,North,Clothing,Chair,296.05,4,0.23,59.36
317,2023-11-13,1092,North,Clothing,Phone,476.59,2,0.3,19.21
318,2023-11-14,1017,South,Furniture,Laptop,30.79,2,0.07,7.47
319,2023-11-15,1081,South,Clothing,Shirt,140.01,1,0.26,17.1
320,2023-11-16,1065,West,Clothing,Phone,304.76,4,0.25,23.86
321,2023-11-17,1053,South,Clothing,Chair,155.31,1,0.07,12.05
322,2023-11-18,1034,East,Clothing,Phone,360.07,4,0.12,91.36
323,2023-11-19,1079,North,Furniture,Laptop,381.91,3,0.12,22.91
324,2023-11-20,1060,North,Electronics,Chair,60.23,3,0.29,4.27
325,2023-11-21,1040,East,Electronics,Shirt,261.79,1,0.05,34.06
326,2023-11-22,1099,South,Clothing,Chair,259.36,4,0.24,40.42
327,2023-11-23,1032,East,Electronics,Chair,190.95,1,0.1,32.0
328,2023-11-24,1067,East,Electronics,Table,467.13,2,0.22,29.66
329,2023-11-25,1032,West,Clothing,Chair,415.48,1,0.13,44.26
330,2023-11-26,1013,East,Clothing,Chair,351.63,1,0.17,32.01
331,2023-11-27,1020,North,Electronics,Phone,360.02,3,0.25,27.92
332,2023-11-28,1047,East,Furniture,Shirt,236.24,1,0.24,27.43
333,2023-11-29,1019,North,Clothing,Phone,461.29,4,0.26,77.15
334,2023-11-30,1007,North,Furniture,Phone,350.35,3,0.02,35.83
335,2023-12-01,1006,North,Electronics,Laptop,367.2,1,0.21,41.1
336,2023-12-02,1066,South,Clothing,Phone,432.23,2,0.04,61.3
337,2023-12-03,1016,West,Furniture,Table,144.3,1,0.12,37.35
338,2023-12-04,1032,North,Clothing,Table,405.46,1,0.16,98.32
339,2023-12-05,1047,North,Electronics,Laptop,105.67,1,0.12,23.25
340,2023-12-06,1075,South,Furniture,Shirt,179.22,3,0.16,16.62
341,2023-12-07,1058,North,Electronics,Shirt,174.45,4,0.3,8.18
342,2023-12-08,1085,East,Electronics,Phone,489.48,2,0.04,60.72
343,2023-12-09,1021,East,Clothing,Phone,429.7,1,0.2,40.12
344,2023-12-10,1029,West,Furniture,Phone,353.57,4,0.12,54.91
345,2023-12-11,1037,North,Electronics,Shirt,366.26,4,0.04,85.94
346,2023-12-12,1050,South,Electronics,Chair,285.42,3,0.05,71.74
347,2023-12-13,1053,East,Furniture,Table,474.07,2,0.28,89.16
348,2023-12-14,1007,South,Electronics,Chair,253.17,3,0.26,26.21
349,2023-12-15,1026,South,Electronics,Chair,196.45,4,0.27,31.81
350,2023-12-16,1026,East,Furniture,Shirt,89.89,4,0.3,8.07
351,2023-12-17,1097,South,Furniture,Chair,395.24,4,0.06,24.23
352,2023-12-18,1020,East,Furniture,Laptop,369.88,3,0.11,74.2
353,2023-12-19,1029,South,Furniture,Phone,198.33,2,0.2,8.32
354,2023-12-20,1096,East,Clothing,Laptop,22.34,1,0.15,2.89
355,2023-12-21,1027,North,Furniture,Table,421.11,3,0.13,48.49
356,2023-12-22,1063,West,Clothing,Phone,15.59,4,0.11,3.1
357,2023-12-23,1096,East,Clothing,Chair,354.81,3,0.18,70.28
358,2023-12-24,1068,East,Clothing,Table,485.43,4,0.17,50.78
359,2023-12-25,1060,West,Electronics,Phone,224.45,1,0.05,53.93
360,2023-12-26,1047,East,Clothing,Chair,125.14,1,0.14,13.29
361,2023-12-27,1018,East,Clothing,Laptop,355.39,2,0.17,47.66
362,2023-12-28,1003,South,Electronics,Phone,410.39,4,0.17,78.94
363,2023-12-29,1034,West,Electronics,Chair,277.75,2,0.06,58.28
364,2023-12-30,1063,North,Electronics,Laptop,483.85,2,0.22,112.03
365,2023-12-31,1048,East,Furniture,Table,35.32,1,0.01,3.72
366,2024-01-01,1016,West,Electronics,Table,257.35,3,0.11,49.38
367,2024-01-02,1043,South,Electronics,Table,362.04,3,0.23,56.43
368,2024-01-03,1091,North,Clothing,Table,432.69,2,0.17,100.12
369,2024-01-04,1029,West,Electronics,Shirt,97.84,1,0.08,8.02
370,2024-01-05,1092,North,Furniture,Phone,402.0,4,0.21,75.57
371,2024-01-06,1045,North,Electronics,Phone,280.83,3,0.17,44.77
372,2024-01-07,1005,North,Furniture,Shirt,204.31,2,0.24,18.43
373,2024-01-08,1098,East,Electronics,Chair,74.54,3,0.22,9.8
374,2024-01-09,1036,East,Electronics,Chair,433.99,3,0.18,47.49
